Gender;Birthdate;Age;Product;Date;Time;Quantity;Revenue
Женский;1977-08-17;48.0;Cactus Gel Pen;2023-03-18;22:09:49;1;2284.51
Женский;1977-08-17;48.0;Desk Friends - Dino;2023-03-18;22:09:49;1;6520.38
Женский;1977-08-17;48.0;Desk Friends - Shark;2023-02-23;21:59:58;1;6499.18
Женский;1977-08-17;48.0;Gel Pen - Hello Summer - Pink - Ice Pop;2023-03-18;22:09:49;1;1856.17
Женский;1977-08-17;48.0;Hug Me - Glue Stick;2023-03-18;22:09:49;1;904.3
Женский;1977-08-17;48.0;Meow - Correction Tape;2023-02-23;21:59:58;1;1755.24
Женский;1977-08-17;48.0;Mini Friends - Mini Stapler;2023-03-18;22:09:49;1;3236.42
Женский;1977-08-17;48.0;Pencil- Ruler;2023-03-18;22:09:49;1;1285.04
Женский;1977-08-17;48.0;Puzzle - Stars;2023-05-03;22:07:43;1;9164.02
Женский;1977-08-17;48.0;Puzzle - Word Cities;2023-02-23;21:59:58;1;9250.6
Женский;1977-08-17;48.0;Tape By Tape - Cute Animals;2023-03-18;22:09:49;1;3474.36
Женский;1977-08-17;48.0;Unicorn Slurp - Correction Tape;2023-03-18;22:09:49;1;2200.0
Женский;1977-08-17;48.0;Xoxo - Lipstick Scented Eraser - Panda;2023-03-18;22:09:49;1;1285.04
Женский;1977-08-17;48.0;Zangak էկո տոպրակ (Ա3);2023-02-23;21:59:58;1;296.63
Женский;1977-08-17;48.0;Zangak էկո տոպրակ (Ա4);2023-05-03;22:07:43;1;200.0
Женский;1977-08-17;48.0;Եգիպտոսը խոշորացույցով;2023-02-23;21:59:58;1;7660.65
Женский;1977-08-17;48.0;Երկնագույն նետը;2023-06-26;22:05:34;1;2700.0
Женский;1977-08-17;48.0;Խենթը;2023-09-07;22:01:12;1;3763.5
Женский;1977-08-17;48.0;Կրծքանշան;2023-07-28;21:58:25;1;189.97
Женский;1977-08-17;48.0;Պատվի համար;2023-07-28;21:58:25;1;2364.9
Женский;1977-08-17;48.0;Սպիտակ ժանիք;2023-07-28;21:58:25;1;2361.9
Женский;1977-08-17;48.0;Տետր Պատմություն;2023-03-18;22:09:49;1;663.7
Женский;1977-08-17;48.0;Քաոս;2023-07-28;21:58:25;1;4264.38
Женский;1992-12-24;33.0;Zangak էկո տոպրակ (Ա3);2023-01-06;21:51:52;1;300.0
Женский;1992-12-24;33.0;Առևանգում, որ ցնցեց կատուների քաղաքը;2023-01-06;21:51:52;2;5842.76
Женский;1992-12-24;33.0;Եվայի երազը;2023-01-06;21:51:52;1;2921.35
Женский;1992-12-24;33.0;Խառնիր ու համընկեցրու;2023-01-06;21:51:52;1;3712.78
Женский;1992-12-24;33.0;Մշուշի հովիտը;2023-09-09;21:41:48;1;3830.4
Женский;1992-12-24;33.0;Տառապանքի ուղիներում;2023-05-25;22:03:57;1;5270.4
Женский;1990-08-20;35.0;Zangak էկո տոպրակ (Ա3) ամանորյա;2023-12-23;23:24:47;1;294.41
Женский;1990-08-20;35.0;Zangak էկո տոպրակ (Ա4);2023-04-17;21:59:05;1;200.0
Женский;1990-08-20;35.0;Zangak էկո տոպրակ (Ա4) ամանորյա;2023-12-26;22:57:23;1;197.92
Женский;1990-08-20;35.0;Мозг. Ваша личная история;2023-10-15;22:07:38;1;2660.0
Женский;1990-08-20;35.0;Тонкое искусство пофигизма: Парадоксальный способ жить счастливо;2023-04-22;21:58:30;1;5856.0
Женский;1990-08-20;35.0;Գլխարկ - Հավատա քեզ KAR Comedy;2023-12-26;22:57:23;1;6828.14
Женский;1990-08-20;35.0;Գրչատուփ - Հավատա քեզ KAR Comedy;2023-12-23;23:24:47;1;2869.81
Женский;1990-08-20;35.0;Երբեք մենակ մի ճաշեք;2023-10-15;22:07:38;1;5750.4
Женский;1990-08-20;35.0;Ընթերցանության վարժարան 1-2-րդ դասարաններ;2023-04-17;21:59:05;1;1640.5
Женский;1990-08-20;35.0;Իմ առաջին ընթերցարանը;2023-04-17;21:59:05;1;2328.0
Женский;1990-08-20;35.0;Հակափխրունություն;2023-07-15;21:59:06;1;7388.94
Женский;1990-08-20;35.0;Հապշտապ - Հավատա քեզ - KAR Comedy;2023-10-15;22:07:38;1;5664.0
Женский;1990-08-20;35.0;Շապիկ - Հավատա քեզ KAR Comedy;2023-12-26;22:57:23;1;5838.52
Женский;1990-08-20;35.0;Շարլոթի սարդոստայնը;2023-12-26;22:57:23;1;3265.61
Женский;1990-08-20;35.0;Շվեյցարացի ռոբինզոնները;2023-10-15;22:07:38;1;2592.0
Женский;1990-08-20;35.0;Ուսապարկ - Հավատա քեզ KAR Comedy;2023-12-23;23:24:47;1;12143.67
Женский;1990-08-20;35.0;Սև Գեղեցկաբաշը;2023-10-15;22:07:38;1;2592.0
Женский;1990-06-04;35.0;Zangak էկո տոպրակ (Ա3) ամանորյա;2023-12-29;23:11:56;1;295.43
Женский;1990-06-04;35.0;Կեսգիշերի զավակները;2023-12-29;23:11:56;1;5865.0
Женский;1990-06-04;35.0;Հայրենիք;2023-12-29;23:11:56;1;4930.0
Женский;1990-06-04;35.0;Հրապարակն ու Աշտարակը;2023-12-29;23:11:56;1;5780.0
Женский;1967-10-01;58.0;Magic Cube;2023-09-02;22:08:46;1;5136.0
Женский;1967-10-01;58.0;Winnie-the-Pooh: All About Eeyore;2023-03-09;21:48:50;1;2400.0
Женский;1967-10-01;58.0;Winnie-the-Pooh: All About Piglet;2023-03-09;21:48:50;1;2400.0
Женский;1967-10-01;58.0;Xoxo - Lipstick Scented Eraser - Panda;2023-02-24;22:13:24;1;1296.0
Женский;1967-10-01;58.0;Zangak էկո տոպրակ (Ա3) ամանորյա;2023-06-01;22:00:04;1;292.44
Женский;1967-10-01;58.0;Zangak էկո տոպրակ (Ա4);2023-09-02;22:08:46;1;200.0
Женский;1967-10-01;58.0;Гравити Фолз. Полная история. Сезон 1;2023-06-01;22:00:04;1;10843.56
Женский;1967-10-01;58.0;Եվրատեսիլ - Հոլ;2023-08-01;21:56:53;1;5820.0
Женский;1967-10-01;58.0;Հայտորոշիչ թեստեր Մայրենի 4;2023-08-01;21:56:53;1;873.0
Женский;1967-10-01;58.0;Հին երկրից բերած խրատական առակներ;2023-09-02;22:08:46;1;572.3
Женский;1967-10-01;58.0;Քանոն 15cm;2023-02-24;22:13:24;1;576.0
Женский;1984-01-21;41.0;Bookmark - Book Lover;2023-12-09;22:00:00;1;1978.66
Женский;1984-01-21;41.0;Bookmark - Dino;2023-12-09;22:00:00;1;1978.66
Женский;1984-01-21;41.0;Bookmark - Little Prince;2023-12-09;22:00:00;1;1978.66
Женский;1984-01-21;41.0;Bookmark - Owl;2023-12-09;22:00:00;1;1978.66
Женский;1984-01-21;41.0;Bookmark - Space;2023-12-09;22:00:00;1;1978.66
Женский;1984-01-21;41.0;geek power !;2023-05-29;17:11:29;1;1507.87
Женский;1984-01-21;41.0;Gift Bag - Medium - Space;2023-05-29;17:11:29;1;1995.0
Женский;1984-01-21;41.0;la dolce vita;2023-05-29;17:11:29;1;1507.87
Женский;1984-01-21;41.0;Led Reading Light - Mini Night Dream;2023-12-09;22:00:00;1;5559.06
Женский;1984-01-21;41.0;Rechargeable Clip Book Light Red;2023-12-09;22:00:00;1;8574.2
Женский;1984-01-21;41.0;tea time;2023-05-29;17:11:29;1;1507.87
Женский;1984-01-21;41.0;Tiger 3D Wooden Puzzle;2023-05-29;17:11:29;1;4523.62
Женский;1984-01-21;41.0;Zangak էկո տոպրակ (Ա3);2023-05-29;17:11:29;1;297.73
Женский;1984-01-21;41.0;Zangak էկո տոպրակ (Ա4);2023-12-09;22:00:00;1;198.44
Женский;1984-01-21;41.0;Большая книга зверей;2023-05-29;17:11:29;1;17246.47
Женский;1984-01-21;41.0;Раскраска по номерам Монстры на вечеринке;2023-05-29;17:11:29;1;753.91
Женский;1984-01-21;41.0;Фантастический космос.Ракеты и пришельцы.Более 100идей для космических приключений. Давай рисовать;2023-05-29;17:11:29;1;2261.81
Женский;1984-01-21;41.0;Բացիկ - collect moments;2023-05-29;17:11:29;1;1507.87
Женский;1984-01-21;41.0;Բացիկ - fly away with me;2023-05-29;17:11:29;1;1507.87
Женский;1984-01-21;41.0;Բացիկ - hello beauty;2023-05-29;17:11:29;1;1507.87
Женский;1984-01-21;41.0;Բացիկ - just for you;2023-05-29;17:11:29;1;1507.87
Женский;1984-01-21;41.0;Վիշապ․ Տուրբոկնոջ հարձակումը;2023-05-29;17:11:29;1;1714.37
Мужской;1990-01-04;35.0;Zangak էկո տոպրակ (Ա3);2023-02-23;22:14:47;1;300.0
Мужской;1990-01-04;35.0;Zangak էկո տոպրակ (Ա4);2023-02-27;22:02:32;1;200.0
Мужской;1990-01-04;35.0;Աղջիկ ջան, մի արդարացիր;2023-02-27;22:02:32;1;4656.0
Мужской;1990-01-04;35.0;Բանակցային առաջնագծում;2023-03-30;22:02:56;1;5800.0
Мужской;1990-01-04;35.0;Կոշկավոր կատուն  - համայնապատկեր;2023-03-26;21:59:52;1;1447.5
Мужской;1990-01-04;35.0;Միլիոնանոոոոոոց գաղափարը;2023-02-23;22:14:47;1;2900.3
Мужской;1990-01-04;35.0;Սրճենի (փոքր);2023-01-24;22:02:53;1;5693.5
Мужской;1990-01-04;35.0;Սփիֆեն;2023-02-23;22:14:47;1;2425.0
Мужской;1990-01-04;35.0;Փիսոն խաղում է բակում;2023-03-26;21:59:52;1;1794.5
Женский;1990-02-13;35.0;Erasable Gel Pen - Erasable Pen - Flora;2023-12-17;22:23:39;1;1330.0
Женский;1990-02-13;35.0;Erasable Pen - Bunny;2023-12-17;22:23:39;1;1330.0
Женский;1990-02-13;35.0;Erasable Pen - Panda - Black;2023-12-17;22:23:39;1;1330.0
Женский;1990-02-13;35.0;Haikyu!!, Vol. 1;2023-12-17;22:23:39;1;5035.0
Женский;1990-02-13;35.0;Saghmos ceramics;2023-12-17;22:23:39;1;4032.0
Женский;1990-02-13;35.0;Secret Diary With Padlock - My SecretDiary - Unicorn;2023-12-17;22:23:39;1;7695.0
Женский;1990-02-13;35.0;Поваренная книга Гарри Поттера;2023-12-17;22:23:39;1;9215.0
Женский;1990-02-13;35.0;"Турагентство ""Волшебные миры"". Книга 1";2023-12-17;22:23:39;1;4085.0
Женский;1990-02-13;35.0;Ալիսը հայելու աշխարհում;2023-04-30;21:56:53;1;2600.0
Женский;1990-02-13;35.0;Ալիսը հրաշքների աշխարհում;2023-05-02;22:10:01;1;2496.0
Женский;1990-02-13;35.0;Աննան կանաչ կտուրներից;2023-02-19;22:09:32;1;3360.63
Женский;1990-02-13;35.0;Գիրք Մադմուազել Ուազոյի մասին;2023-12-17;22:23:39;1;4320.0
Женский;1990-02-13;35.0;Երկարագուլպա Պիպին;2023-02-19;22:09:32;1;1680.32
Женский;1990-02-13;35.0;Էմիլը Լյոնեբերգայից;2023-04-30;21:56:53;1;2000.0
Женский;1990-02-13;35.0;Էջանիշ - Keep In Mind - Page Markers -Fruits;2023-12-17;22:23:39;1;1995.0
Женский;1990-02-13;35.0;Էջանիշ Էնդի Ուորհոլ;2023-12-01;22:06:51;1;490.0
Женский;1990-02-13;35.0;Էջանիշ․ Մերլին Մոնրո;2023-12-01;22:06:51;1;472.85
Женский;1990-02-13;35.0;Թելեթրիփ;2023-04-30;21:56:53;1;3700.0
Женский;1990-02-13;35.0;Թոմ Գեյթս. Հիանալի արդարացումներ;2023-11-12;23:09:06;1;3264.0
Женский;1990-02-13;35.0;Լյոնեբերգացի Էմիլի նոր չարաճճիությունները;2023-04-30;21:56:53;1;2200.0
Женский;1990-02-13;35.0;Կախարդին գումարած ագռավ;2023-04-30;21:56:53;1;3900.0
Женский;1990-02-13;35.0;Հարրի Փոթերը և Փիլիսոփայական քարը;2023-02-19;22:09:32;1;3589.77
Женский;1990-02-13;35.0;Հեքիաթներ հեռախոսով;2023-02-19;22:09:32;1;2214.96
Женский;1990-02-13;35.0;Մաթիլդան;2023-02-19;22:09:32;1;2665.59
Женский;1990-02-13;35.0;Մումիտրոլներն ու գիսաստղը;2023-05-02;22:10:01;1;3552.0
Женский;1990-02-13;35.0;Մումիտրոլներն ու մեծ ջրհեղեղը;2023-05-02;22:10:01;1;2592.0
Женский;1990-02-13;35.0;Շուտով կգնամ 4-րդ դասարան;2023-03-06;21:58:54;1;960.0
Женский;1990-02-13;35.0;Ոզնու նրբագեղությունը;2023-12-01;22:06:51;1;4753.0
Женский;1990-02-13;35.0;Պիպին Հարավային ծովում;2023-04-30;21:56:53;1;2200.0
Женский;1990-02-13;35.0;Պիպին նավի վրա;2023-04-30;21:56:53;1;2200.0
Женский;1990-02-13;35.0;Քորլայն;2023-02-19;22:09:32;1;2978.73
Женский;1998-12-03;27.0;Nice Hair - Hairbrush - Unicorn;2023-09-14;22:11:59;1;3154.76
Женский;1998-12-03;27.0;Super Moon - Glow In The Dark;2023-09-14;22:11:59;1;3201.18
Женский;1998-12-03;27.0;The Metamorphosis and Other Stories;2023-12-24;23:05:07;1;4180.0
Женский;1998-12-03;27.0;Zangak էկո տոպրակ (Ա4);2023-09-14;22:11:59;1;195.58
Женский;1998-12-03;27.0;Գարուն 11.12.2005;2023-10-03;22:04:42;1;960.0
Женский;1998-12-03;27.0;Գուաշ 6 գույն Прикольные коты;2023-08-05;22:06:05;1;1045.0
Женский;1998-12-03;27.0;Գրիչ Urbanwrite կապույտ;2023-08-29;22:06:36;1;465.5
Женский;1998-12-03;27.0;Գրքի կազմ - ինքնակպչուն;2023-08-29;22:06:36;1;1300.0
Женский;1998-12-03;27.0;Ես և շրջակա աշխարհը 3 Աշխատանքային տետր;2023-08-29;22:06:36;1;336.0
Женский;1998-12-03;27.0;Ես և շրջակա աշխարհը 3 Թեմատիկ և կիսամյակային;2023-08-29;22:06:36;1;336.0
Женский;1998-12-03;27.0;Էջանիշ․ Ֆրանց Կաֆկա;2023-12-24;23:05:07;1;470.4
Женский;1998-12-03;27.0;Խոսք և հաղորդակցություն 3 Աշխատանքայինտետր;2023-08-29;22:06:36;1;960.0
Женский;1998-12-03;27.0;Կարճ նամակ երկար հրաժեշտից առաջ;2023-08-08;22:01:54;1;3490.0
Женский;1998-12-03;27.0;Հայտորոշիչ թեստեր Մայրենի 3;2023-11-09;21:57:10;1;864.0
Женский;1998-12-03;27.0;Մորելի գյուտը;2023-11-25;22:00:45;1;2870.4
Женский;1998-12-03;27.0;Չոփչոփիկ;2023-09-14;22:11:59;1;1866.38
Женский;1998-12-03;27.0;Վիշապաքարի գաղտնիքը;2023-03-14;22:01:54;1;4790.4
Женский;1998-12-03;27.0;Տետր Նոյան տապան տողանի 12 էջ;2023-08-29;22:06:36;20;3456.0
Женский;1998-12-03;27.0;Տետր Նոյան տապան քառակուսի 12 էջ;2023-08-29;22:06:36;10;1728.0
Женский;1998-12-03;27.0;Տետրի կազմ;2023-08-29;22:06:36;1;600.0
Женский;1998-12-03;27.0;Օրագիր - Unicorn dream 48 էջ;2023-08-29;22:06:36;1;2945.0
Женский;1989-03-29;36.0;Arcade Mini;2023-12-21;21:54:31;1;8360.0
Женский;1989-03-29;36.0;Erasable Gel Pen - Erasable Pen - Flora;2023-11-02;22:01:23;1;1318.77
Женский;1989-03-29;36.0;Erasable Gel Pen - Koala - Red;2023-11-02;22:01:23;1;1307.82
Женский;1989-03-29;36.0;Erasable Pen - Astronaut - Black;2023-11-15;22:25:36;4;5316.19
Женский;1989-03-29;36.0;Erasable Pen - Bear - Blue;2023-11-15;22:25:36;2;2658.1
Женский;1989-03-29;36.0;Erasable Pen - Cat - Black;2023-11-02;22:01:23;1;1307.82
Женский;1989-03-29;36.0;Erasable Pen - Elephant - Blue;2023-11-15;22:25:36;3;3987.18
Женский;1989-03-29;36.0;Erasable Pen - Llama - Blue;2023-11-02;22:01:23;2;2615.65
Женский;1989-03-29;36.0;Erasable Pen - Shark - Blue;2023-11-02;22:01:23;3;3956.32
Женский;1989-03-29;36.0;Erasable Pen - Unicorn - Pink;2023-11-02;22:01:23;2;2637.56
Женский;1989-03-29;36.0;Mini Friends - Mini Stapler;2023-10-24;21:40:39;1;3224.46
Женский;1989-03-29;36.0;Zangak էկո տոպրակ (Ա3);2023-04-30;21:53:43;1;300.0
Женский;1989-03-29;36.0;Zangak էկո տոպրակ (Ա3) ամանորյա;2023-12-21;21:54:31;1;295.16
Женский;1989-03-29;36.0;Zangak էկո տոպրակ (Ա4);2023-11-02;22:01:23;4;779.33
Женский;1989-03-29;36.0;Zangak էկո տոպրակ (Ա5);2023-11-15;22:25:36;1;148.4
Женский;1989-03-29;36.0;Гравити Фолз. Дневник 3;2023-04-30;21:53:43;1;13530.1
Женский;1989-03-29;36.0;Карандаш Механический С Трехгранным Грипом Finegraphix 0,5мм;2023-11-15;22:25:36;2;1234.13
Женский;1989-03-29;36.0;Բալզակ. Մի շան պատմություն;2023-11-02;22:01:23;1;2171.57
Женский;1989-03-29;36.0;Երփներանգ շղարշ;2023-10-24;21:40:39;1;2683.44
Женский;1989-03-29;36.0;Հապշտապ - Հավատա քեզ - KAR Comedy;2023-10-24;21:40:39;1;5624.9
Женский;1989-03-29;36.0;Հեքիաթներ անիմացված կազմով;2023-11-02;22:01:23;1;5948.21
Женский;1989-03-29;36.0;Մրցավազք Հռոմում;2023-12-21;21:54:31;1;2112.0
Женский;1989-03-29;36.0;Նախաճաշ Թիֆընիի մոտ;2023-02-20;22:00:00;1;2379.95
Женский;1989-03-29;36.0;Պատմվածքներ, Բալլադներ, Պոեմներ;2023-11-02;22:01:23;1;4329.53
Женский;1989-03-29;36.0;Սեղանի խաղ «LOGO»;2023-12-21;21:54:31;1;6135.13
Женский;1989-03-29;36.0;Սպանությունների ակումբ՝ ամեն հինգշաբթի;2023-12-21;21:54:31;1;6418.25
Женский;1989-03-29;36.0;Տետր 48 էջ - Русский Язык;2023-10-24;21:40:39;1;843.37
Женский;1989-03-29;36.0;Տետր Աշխարհագրություն;2023-10-24;21:40:39;1;661.28
Женский;1989-03-29;36.0;Տետր Բնագիտություն;2023-10-24;21:40:39;1;843.37
Женский;1989-03-29;36.0;Տետր Մաթեմատիկա;2023-10-24;21:40:39;2;1686.73
Женский;1989-03-29;36.0;Տետր Պատմություն;2023-10-24;21:40:39;1;661.28
Женский;1989-03-29;36.0;Օլիվեր Թվիստի արկածները;2023-12-21;21:54:31;1;4709.86
Женский;1989-03-29;36.0;Օրվա մնացորդը;2023-11-02;22:01:23;1;4531.97
Женский;1989-03-29;36.0;Ֆլոմաստեր Faber-Castell Metallics berry nice;2023-11-02;22:01:23;1;887.45
Женский;1989-03-29;36.0;Ֆուտբոլ 12;2023-01-06;21:51:52;1;5693.5
Мужской;1978-06-04;47.0;Harry Potter and the Half-Blood Prince;2023-06-24;21:58:21;1;8360.0
Мужской;1978-06-04;47.0;Zangak էկո տոպրակ (Ա3);2023-03-13;21:56:15;1;297.46
Мужской;1978-06-04;47.0;Zangak էկո տոպրակ (Ա5) ամանորյա;2023-02-01;22:27:50;1;147.59
Мужской;1978-06-04;47.0;Гарри Поттер и Принц-полукровка;2023-02-01;22:27:50;1;8780.41
Мужской;1978-06-04;47.0;Ակադեմիա;2023-03-13;21:56:15;1;5742.67
Мужской;1978-06-04;47.0;Ակադեմիան և կայսրությունը;2023-03-13;21:56:15;1;5742.73
Мужской;1978-06-04;47.0;Ամենաարդյունավետ մարդկանց 7 սովորույթները;2023-03-13;21:56:15;1;6199.11
Мужской;1978-06-04;47.0;Աննան Ավոնլեայում;2023-06-24;21:58:21;1;4224.0
Мужской;1978-06-04;47.0;Առեղծվածային պատահար Սթայլզում;2023-08-19;21:56:46;1;3710.93
Мужской;1978-06-04;47.0;Դիակը գրադարանում;2023-03-13;21:56:15;1;3719.51
Мужской;1978-06-04;47.0;Էնդհաուզի առեղծվածը;2023-08-19;21:56:46;1;3710.97
Мужской;1978-06-04;47.0;Թունավոր գրիչով ձեռքը;2023-06-24;21:58:21;1;3744.0
Мужской;1978-06-04;47.0;Կապույտ գնացքի առեղծվածը;2023-08-19;21:56:46;1;3710.93
Мужской;1978-06-04;47.0;Հայտարարվում է սպանություն;2023-08-19;21:56:46;1;3710.94
Мужской;1978-06-04;47.0;Հետաքննում է Պուարոն;2023-08-19;21:56:46;1;3710.97
Мужской;1978-06-04;47.0;Մահ ամպերի մեջ;2023-06-24;21:58:21;1;3744.0
Мужской;1978-06-04;47.0;Մահ Նեղոսի վրա;2023-08-19;21:56:46;1;3710.93
Мужской;1978-06-04;47.0;Մեծ քառյակը;2023-08-19;21:56:46;1;3710.97
Мужской;1978-06-04;47.0;Չարիքն արևի տակ;2023-03-13;21:56:15;1;3719.47
Мужской;1978-06-04;47.0;Ռոջեր Էքրոյդի սպանությունը;2023-08-19;21:56:46;1;3710.97
Мужской;1978-06-04;47.0;Սպանություն Արևելյան ճեպընթացում;2023-08-19;21:56:46;1;3710.93
Мужской;1978-06-04;47.0;Zangak էկո տոպրակ (Ա3);2023-09-06;22:02:30;1;300.0
Мужской;1978-06-04;47.0;Zangak էկո տոպրակ (Ա4);2023-02-28;22:00:23;1;200.0
Мужской;1978-06-04;47.0;Բալզակ. Մի շան պատմություն;2023-06-06;22:03:28;1;2208.0
Мужской;1978-06-04;47.0;Թոմ Սոյերի արկածները;2023-06-06;22:03:28;1;4310.4
Мужской;1978-06-04;47.0;Ով եմ ես;2023-09-06;22:02:30;1;4300.0
Мужской;1978-06-04;47.0;Չարլին և շոկոլադի գործարանը;2023-12-06;22:09:19;1;3290.02
Мужской;1978-06-04;47.0;Տետր Մաթեմատիկա;2023-12-06;22:09:19;1;829.57
Мужской;1978-06-04;47.0;Փափլիկստան;2023-12-06;22:09:19;1;6589.47
Мужской;1978-06-04;47.0;Փոքրիկ վհուկը;2023-02-28;22:00:23;1;3360.0
Женский;1958-10-25;67.0;Zangak էկո տոպրակ (Ա3);2023-03-19;21:58:15;1;300.0
Женский;1958-10-25;67.0;Zangak էկո տոպրակ (Ա3) ամանորյա;2023-01-20;22:04:05;1;300.0
Женский;1958-10-25;67.0;Zangak էկո տոպրակ (Ա4);2023-03-08;21:42:14;1;200.0
Женский;1958-10-25;67.0;Zangak էկո տոպրակ (Ա5);2023-05-17;22:02:04;1;150.0
Женский;1958-10-25;67.0;Агата Мистери. Загадочное происшествиенаВенском балу;2023-01-21;22:14:30;1;3072.0
Женский;1958-10-25;67.0;Агата Мистери. Модные интриги в Милане;2023-03-19;21:58:15;1;2907.12
Женский;1958-10-25;67.0;Гравити Фолз. Графический роман. Вып.4;2023-05-17;22:02:04;1;6048.0
Женский;1958-10-25;67.0;Гравити Фолз. Графический роман. Вып.6;2023-11-07;21:46:33;1;5890.0
Женский;1958-10-25;67.0;Гравити Фолз. Неизвестное измерение. Истории и многоразных развлечений;2023-11-07;21:46:33;1;3610.0
Женский;1958-10-25;67.0;Ապուշի կյանքը;2023-08-24;21:59:20;1;1800.0
Женский;1958-10-25;67.0;Արջն ու դաշնամուրը, շունն ու ջութակը;2023-03-19;21:58:15;1;3412.01
Женский;1958-10-25;67.0;Գերբնական գազաններ;2023-03-19;21:58:15;1;2748.56
Женский;1958-10-25;67.0;Գիրք Մադմուազել Ուազոյի մասին;2023-06-19;21:55:12;1;4365.0
Женский;1958-10-25;67.0;Գունավորիր հայ գեղանկարները;2023-04-29;22:00:54;1;4825.0
Женский;1958-10-25;67.0;Երեք փիսիկ, մեկ երազանք;2023-01-20;22:04:05;1;2900.3
Женский;1958-10-25;67.0;Երեք փիսիկ, մեկ հրեշ;2023-11-04;22:01:55;1;2900.3
Женский;1958-10-25;67.0;Թոմ Գեյթսի սքանչափայլ աշխարհը;2023-06-19;21:55:12;1;2813.0
Женский;1958-10-25;67.0;Իկարուսը ժամանակի եզրին;2023-03-19;21:58:15;1;3411.98
Женский;1958-10-25;67.0;Չարիքն արևի տակ;2023-08-24;21:59:20;1;3900.0
Женский;1958-10-25;67.0;Պահարանում հրեշ կա;2023-05-04;21:56:11;1;3395.0
Женский;1958-10-25;67.0;Քաչալ ոզնին;2023-03-08;21:42:14;1;2688.0
Женский;1958-10-25;67.0;Քորլայն;2023-02-07;21:59:42;1;3579.21
Женский;1958-10-25;67.0;Քվիդիչ. մի խաղի պատմություն;2023-03-29;22:01:34;1;2813.0
Женский;1994-06-12;31.0;Zangak էկո տոպրակ (Ա3) ամանորյա;2023-01-23;19:59:57;1;295.68
Женский;1994-06-12;31.0;Zangak էկո տոպրակ (Ա4);2023-02-15;22:10:06;1;195.06
Женский;1994-06-12;31.0;Стамбульский бастард;2023-01-27;22:00:03;1;5376.0
Женский;1994-06-12;31.0;Хазарский словарь (мужская версия);2023-02-18;22:04:53;1;1873.75
Женский;1994-06-12;31.0;Առաքում 1500;2023-01-23;19:59:57;1;985.61
Женский;1994-06-12;31.0;Երբ խաղադրույքը սեփական մաշկդ է;2023-07-13;21:58:00;1;7388.94
Женский;1994-06-12;31.0;Էջանիշ Էդգար Ալան Պո;2023-02-18;22:04:53;1;367.25
Женский;1994-06-12;31.0;Էս ինչ եք անում, տղերք;2023-01-23;19:59:57;1;4682.44
Женский;1994-06-12;31.0;Ժանտախտը;2023-01-23;19:59:57;1;5724.04
Женский;1994-06-12;31.0;Կյանքը հին հռովմեական ճանապարհի վրա;2023-02-15;22:10:06;1;2717.32
Женский;1994-06-12;31.0;Նահանջ առանց երգի;2023-01-23;19:59:57;1;2580.15
Женский;1994-06-12;31.0;Սոլարիս;2023-02-15;22:10:06;1;3626.08
Женский;1994-06-12;31.0;Ստամբուլ հուշերի քաղաք;2023-02-18;22:04:53;1;5239.0
Женский;1994-06-12;31.0;Վերջին փորձությունը;2023-02-15;22:10:06;1;5443.66
Женский;1994-06-12;31.0;Փաթեթավորում;2023-02-15;22:10:06;1;434.39
Женский;1994-01-29;31.0;Zangak էկո տոպրակ (Ա5) ամանորյա;2023-12-16;21:26:03;1;150.0
Женский;1994-01-29;31.0;Դանդաղություն;2023-12-16;21:26:03;1;3385.3
